run,label,frame,reward,smoothed_reward
rlgames-lstm-sapg-seed0,rl_games LSTM,19660800,7.5409393310546875,39.013482422174064
rlgames-lstm-sapg-seed0,rl_games LSTM,19759104,7.6628828048706055,38.85828143396959
rlgames-lstm-sapg-seed0,rl_games LSTM,19857408,7.787623405456543,38.705224005257705
rlgames-lstm-sapg-seed0,rl_games LSTM,19955712,7.869966506958008,38.55407078222682
rlgames-lstm-sapg-seed0,rl_games LSTM,20054016,8.141611099243164,38.405717320358605
rlgames-lstm-sapg-seed0,rl_games LSTM,20152320,8.257430076599121,38.25936641140832
rlgames-lstm-sapg-seed0,rl_games LSTM,20250624,8.385103225708008,38.115046299400106
rlgames-lstm-sapg-seed0,rl_games LSTM,20348928,8.489553451538086,37.972616045323846
rlgames-lstm-sapg-seed0,rl_games LSTM,20447232,8.618995666503906,37.832168100927575
rlgames-lstm-sapg-seed0,rl_games LSTM,20545536,8.657133102416992,37.693239362839435
rlgames-lstm-sapg-seed0,rl_games LSTM,20643840,8.698456764221191,37.55582333156636
rlgames-lstm-sapg-seed0,rl_games LSTM,20742144,8.817622184753418,37.42026577898705
rlgames-lstm-sapg-seed0,rl_games LSTM,20840448,8.828230857849121,37.28603087325401
rlgames-lstm-sapg-seed0,rl_games LSTM,20938752,8.87409496307373,37.153264817598966
rlgames-lstm-sapg-seed0,rl_games LSTM,21037056,8.9140625,37.021919690540365
rlgames-lstm-sapg-seed0,rl_games LSTM,21135360,8.958173751831055,36.89199494082412
rlgames-lstm-sapg-seed0,rl_games LSTM,21233664,9.019665718078613,36.76355102735524
rlgames-lstm-sapg-seed0,rl_games LSTM,21331968,9.080185890197754,36.63656311388205
rlgames-lstm-sapg-seed0,rl_games LSTM,21430272,9.088802337646484,36.5107742518901
rlgames-lstm-sapg-seed0,rl_games LSTM,21528576,9.130452156066895,36.38631824236363
rlgames-lstm-sapg-seed0,rl_games LSTM,21626880,9.159149169921875,36.26311838230733
